"","X01桐壺","X02帚木","X03空蝉","X04夕顔","X05若紫","X06末摘花","X07紅葉賀","X08花宴","X09葵","X10賢木","X11花散里","X12須磨","X13明石","X14澪標","X15蓬生","X16関屋","X17絵合","X18松風","X19薄雲","X20朝顔","X21少女","X22玉鬘","X23初音","X24胡蝶","X25蛍","X26常夏","X27篝火","X28野分","X29行幸","X30藤袴","X31真木柱","X32梅枝","X33藤裏葉","X34若菜上","X35若菜下","X36柏木","X37横笛","X38鈴虫","X39夕霧","X40御法","X41幻","X42匂宮","X43紅梅","X44竹河","X45橋姫","X46椎本","X47総角","X48早蕨","X49宿木","X50東屋","X51浮舟","X52蜻蛉","X53手習","X54夢浮橋","X01俊蔭","X02藤原の君","X03忠こそ","X04春日詣","X05嵯峨の院","X06祭の使","X07吹上上","X08吹上下","X09菊の宴","X10あて宮","X11内侍のかみ","X12沖つ白波","X13蔵開上","X14蔵開中","X15蔵開下","X16国譲上","X17国譲中","X18国譲下","X19楼の上上","X20楼の上下"
"セウシヤウ.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7372346528973,9.14160343724289,0,62.6043405676127,183.318056828598,10.9577032653956,180.42399639152,0,8.06191551112544,167.628981188303,5.33646405891456,0,0,9.021199819576,54.4619933089551,0,0,17.0386777986028,0,0
"セウソコ",20.8159866777685,53.2878610252584,91.4494741655236,20.9073803052478,53.1575590048905,16.2892979312592,0,0,54.5434711465038,41.3907284768212,138.121546961326,47.6701227505661,25.4291163382072,31.7662007623888,21.7155266015201,107.066381156317,82.0568927789934,99.2555831265509,0,75.1314800901578,29.8804780876494,24.4319569997557,0,49.4926998267755,26.5463233342182,0,153.139356814701,85.4700854700855,38.2043935052531,143.112701252236,13.8236107271219,54.9752611324904,45.1467268623025,59.4088816278034,34.6140533056421,25.2334090335604,0,36.3901018922853,64.1894301405035,26.8817204301075,23.3317778814746,0,39.7298371076679,12.3992560446373,82.203041512536,0,22.9397258702759,28.1135788585887,15.9244121237858,38.4644972690207,6.93721817551162,33.9040515341583,0,84.3644544431946,0,9.14160343724289,14.7362216327734,0,27.4977085242896,10.9577032653956,0,21.7202432667246,32.2476620445018,74.5017694170237,0,142.160844841592,75.6674954059021,27.063599458728,15.5605695168443,45.5606811321829,53.6928767450185,63.8950417447606,0,5.62999662200203
"ソウヅ",0,0,0,0,180.735700616628,0,17.9888469149128,0,10.9086942293008,0,0,11.9175306876415,0,0,0,0,0,0,33.206043499917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3317778814746,0,0,0,13.700506918756,0,0,0,0,0,0,0,239.083046199283,365.579302587177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ソデ",0,10.6575722050517,45.7247370827618,41.8147606104955,31.8945354029343,48.8678937937775,71.955387659651,99.5520159283225,98.1782480637068,41.3907284768212,0,71.5051841258491,38.1436745073109,31.7662007623888,21.7155266015201,0,0,49.6277915632754,49.8090652498755,0,19.9203187250996,24.4319569997557,0,49.4926998267755,0,0,0,28.4900284900285,0,35.778175313059,55.2944429084877,54.9752611324904,90.293453724605,9.90148027130056,24.7243237897443,0,54.1418516513265,36.3901018922853,42.7929534270024,80.6451612903226,93.3271115258983,74.1839762611276,39.7298371076679,24.7985120892746,54.802027675024,41.1522633744856,45.8794517405517,84.3407365757661,21.232549498381,23.0786983614124,27.7488727020465,0,28.1274171999156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ソラ",20.8159866777685,10.6575722050517,0,83.629521220991,85.0520944078248,48.8678937937775,35.9776938298255,149.328023892484,76.3608596051053,72.4337748344371,276.243093922652,119.175306876415,114.431023521933,47.6493011435832,21.7155266015201,0,54.7045951859956,0,33.206043499917,75.1314800901578,29.8804780876494,0,74.3770918557084,74.2390497401633,26.5463233342182,22.9832222477591,153.139356814701,142.450142450142,38.2043935052531,107.334525939177,27.6472214542438,27.4876305662452,22.5733634311512,29.7044408139017,44.5037828215398,37.8501135503407,27.0709258256632,109.170305676856,57.0572712360031,80.6451612903226,116.658889407373,0,0,24.7985120892746,0,96.0219478737997,68.8191776108276,28.1135788585887,31.8488242475715,23.0786983614124,34.6860908775581,8.47601288353958,7.0318542999789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ダイシヤウ",0,0,0,0,0,0,0,0,43.634776917203,196.605960264901,0,35.7525920629246,0,0,0,0,0,0,0,0,59.7609561752988,0,0,74.2390497401633,0,22.9832222477591,0,0,0,178.890876565295,165.883328725463,0,0,74.2611020347542,123.621618948722,37.8501135503407,108.283703302653,109.170305676856,28.5286356180016,26.8817204301075,23.3317778814746,37.0919881305638,39.7298371076679,0,0,0,0,0,15.9244121237858,30.7715978152166,69.3721817551162,42.3800644176979,28.1274171999156,0,63.1095811818703,54.8496206234574,14.7362216327734,62.6043405676127,109.990834097159,21.9154065307911,22.55299954894,130.321459600348,40.3095775556272,37.2508847085118,117.40220929612,101.543460601137,91.8819587071668,838.971583220568,661.324204465883,153.767298821117,214.771506980074,315.215539274152,569.60737777175,484.179709492174
"ダイシヤウドノ",0,0,0,0,0,0,0,0,76.3608596051053,93.1291390728477,138.121546961326,0,0,0,65.1465798045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.778175313059,55.2944429084877,0,0,0,14.8345942738466,25.2334090335604,0,0,57.0572712360031,0,23.3317778814746,0,0,0,0,0,0,0,15.9244121237858,53.850296176629,27.7488727020465,84.7601288353958,14.0637085999578,112.485939257593,17.2117039586919,91.4160343724289,0,0,54.9954170485793,54.7885163269779,45.10599909788,43.4404865334492,64.4953240890035,74.5017694170237,37.3552484124019,60.9260763606824,32.4289266025295,36.084799278304,54.4619933089551,28.4754257076143,5.96587519389094,21.2983472482535,27.1241608462738,22.5199864880081
"タメ",0,53.2878610252584,45.7247370827618,20.9073803052478,0,16.2892979312592,0,0,43.634776917203,82.7814569536424,0,11.9175306876415,25.4291163382072,31.7662007623888,43.4310532030402,107.066381156317,0,24.8138957816377,116.221152249709,25.0438266967193,19.9203187250996,24.4319569997557,0,0,0,114.916111238796,0,0,0,0,55.2944429084877,54.9752611324904,45.1467268623025,103.965542848656,39.558918063591,37.8501135503407,54.1418516513265,36.3901018922853,114.114542472006,53.7634408602151,0,74.1839762611276,0,12.3992560446373,13.700506918756,13.7174211248285,22.9397258702759,56.2271577171774,42.465098996762,38.4644972690207,76.3093999306278,33.9040515341583,28.1274171999156,0,45.8978772231784,73.1328274979431,73.6811081638668,62.6043405676127,18.3318056828598,43.8308130615823,22.55299954894,108.601216333623,24.1857465333763,55.8763270627677,32.0187843534874,0,43.2385688033726,27.063599458728,7.78028475842216,56.9508514152287,53.6928767450185,38.3370250468564,47.4672814809792,16.8899898660061
"チギリ",62.4479600333056,53.2878610252584,0,104.536901526239,31.8945354029343,0,35.9776938298255,49.7760079641613,21.8173884586015,0,0,11.9175306876415,63.5727908455181,15.8831003811944,43.4310532030402,107.066381156317,54.7045951859956,99.2555831265509,16.6030217499585,50.0876533934385,0,36.6479354996335,111.565637783563,0,0,0,153.139356814701,0,38.2043935052531,0,27.6472214542438,0,22.5733634311512,54.4581414921531,34.6140533056421,88.3169316174615,27.0709258256632,36.3901018922853,42.7929534270024,80.6451612903226,46.6635557629491,74.1839762611276,79.4596742153357,12.3992560446373,54.802027675024,41.1522633744856,40.1445202729827,56.2271577171774,47.7732363713573,15.3857989076083,13.8744363510232,42.3800644176979,21.0955628999367,84.3644544431946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"チユウグウ",0,0,0,0,0,0,0,99.5520159283225,10.9086942293008,72.4337748344371,0,0,0,0,0,0,191.466083150985,0,0,25.0438266967193,69.7211155378486,12.2159784998778,0,74.2390497401633,26.5463233342182,0,0,56.980056980057,57.3065902578797,71.5563506261181,13.8236107271219,82.4628916987356,45.1467268623025,14.8522204069508,24.7243237897443,12.6167045167802,0,109.170305676856,0,107.52688172043,0,0,79.4596742153357,61.9962802231866,0,0,28.6746573378448,0,10.6162747491905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"チユウジヤウ",0,127.89086646062,0,31.3610704578716,0,48.8678937937775,179.888469149128,49.7760079641613,21.8173884586015,51.7384105960265,0,0,0,0,0,0,0,0,0,0,0,12.2159784998778,74.3770918557084,98.9853996535511,26.5463233342182,137.899333486555,459.418070444104,370.37037037037,229.226361031519,107.334525939177,13.8236107271219,0,135.440180586907,0,0,0,0,0,0,0,0,111.275964391691,0,61.9962802231866,13.700506918756,13.7174211248285,0,0,5.30813737459525,0,0,0,63.2866886998101,0,34.4234079173838,91.4160343724289,0,20.8681135225376,9.16590284142988,43.8308130615823,0,65.1607298001738,128.990648178007,149.003538834047,272.159667004643,40.6173842404549,21.6192844016863,18.042399639152,7.78028475842216,11.3901702830457,5.96587519389094,25.5580166979042,0,0
"チユウナゴン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7372346528973,18.2832068744858,0,20.8681135225376,73.3272227314391,10.9577032653956,0,0,8.06191551112544,0,16.0093921767437,467.099918765232,421.576045832883,36.084799278304,147.825410410021,74.0361068397973,161.078630235055,80.9337195433634,61.0293619041161,118.229929062043
"ヂン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7372346528973,9.14160343724289,14.7362216327734,20.8681135225376,9.16590284142988,21.9154065307911,236.80649526387,130.321459600348,56.4334085778781,186.254423542559,26.6823202945728,0,86.4771376067452,18.042399639152,23.3408542752665,17.0852554245686,17.8976255816728,12.7790083489521,6.78104021156845,5.62999662200203
"ツイデ",62.4479600333056,63.9454332303101,0,31.3610704578716,63.7890708058686,16.2892979312592,0,49.7760079641613,10.9086942293008,41.3907284768212,0,35.7525920629246,12.7145581691036,15.8831003811944,86.8621064060803,0,164.113785557987,74.4416873449131,83.0151087497925,25.0438266967193,19.9203187250996,61.0798924993892,37.1885459278542,98.9853996535511,53.0926466684364,0,306.278713629403,28.4900284900285,267.430754536772,214.669051878354,55.2944429084877,109.950522264981,67.7200902934537,69.3103618991039,54.3935123374376,88.3169316174615,81.2127774769897,0,14.2643178090008,53.7634408602151,46.6635557629491,37.0919881305638,158.919348430671,74.3955362678239,164.406083025072,68.5871056241427,22.9397258702759,0,47.7732363713573,7.69289945380414,34.6860908775581,8.47601288353958,77.3503972997679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ツカヒ",83.2639467110741,0,0,41.8147606104955,31.8945354029343,0,0,0,21.8173884586015,31.0430463576159,0,23.835061375283,63.5727908455181,95.2986022871665,21.7155266015201,0,82.0568927789934,49.6277915632754,0,0,9.9601593625498,24.4319569997557,0,0,0,0,0,0,57.3065902578797,71.5563506261181,0,54.9752611324904,90.293453724605,14.8522204069508,4.94486475794887,0,27.0709258256632,72.7802037845706,14.2643178090008,53.7634408602151,0,0,0,0,41.101520756268,27.4348422496571,34.4095888054138,28.1135788585887,10.6162747491905,23.0786983614124,41.6233090530697,110.188167486015,7.0318542999789,28.1214848143982,34.4234079173838,27.4248103117287,29.4724432655467,104.340567612688,9.16590284142988,142.450142450142,78.93549842129,21.7202432667246,48.3714930667527,242.130750605327,48.0281765302311,121.852152721365,48.6433899037942,54.127198917456,23.3408542752665,96.8164474058887,83.5222527144732,55.3757028454592,27.1241608462738,16.8899898660061
"ツキ",62.4479600333056,63.9454332303101,45.7247370827618,20.9073803052478,21.2630236019562,81.4464896562958,0,199.104031856645,0,62.0860927152318,0,143.010368251698,50.8582326764145,47.6493011435832,65.1465798045603,0,0,148.883374689826,16.6030217499585,150.262960180316,9.9601593625498,0,37.1885459278542,0,0,45.9664444955183,153.139356814701,0,0,71.5563506261181,13.8236107271219,82.4628916987356,22.5733634311512,0,29.6691885476932,0,81.2127774769897,145.560407569141,35.660794522502,0,0,0,0,24.7985120892746,68.50253459378,27.4348422496571,22.9397258702759,28.1135788585887,21.232549498381,23.0786983614124,6.93721817551162,25.4280386506187,49.2229800998523,0,40.1606425702811,27.4248103117287,14.7362216327734,187.813021702838,27.4977085242896,43.8308130615823,22.55299954894,21.7202432667246,24.1857465333763,0,0,20.3086921202275,10.8096422008432,0,23.3408542752665,17.0852554245686,29.8293759694547,21.2983472482535,33.9052010578423,45.0399729760162
"ツミ",20.8159866777685,21.3151444101034,0,41.8147606104955,31.8945354029343,16.2892979312592,0,0,21.8173884586015,51.7384105960265,0,131.092837564057,89.0019071837254,63.5324015247776,43.4310532030402,107.066381156317,0,74.4416873449131,132.824173999668,200.350613573754,9.9601593625498,24.4319569997557,0,0,0,114.916111238796,0,0,19.1021967526266,0,41.4708321813658,27.4876305662452,45.1467268623025,34.655180949552,79.1178361271819,88.3169316174615,81.2127774769897,36.3901018922853,64.1894301405035,53.7634408602151,23.3317778814746,0,39.7298371076679,37.197768133912,27.401013837512,41.1522633744856,74.5541090783965,84.3407365757661,31.8488242475715,23.0786983614124,48.5605272285813,25.4280386506187,35.1592714998945,253.093363329584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ツユ",62.4479600333056,42.6302888202068,45.7247370827618,31.3610704578716,42.5260472039124,16.2892979312592,35.9776938298255,49.7760079641613,32.7260826879023,31.0430463576159,0,11.9175306876415,0,0,43.4310532030402,0,0,24.8138957816377,33.206043499917,0,0,12.2159784998778,0,0,0,0,0,170.940170940171,0,71.5563506261181,0,0,45.1467268623025,0,24.7243237897443,0,27.0709258256632,36.3901018922853,28.5286356180016,161.290322580645,46.6635557629491,74.1839762611276,0,0,27.401013837512,27.4348422496571,11.4698629351379,0,47.7732363713573,15.3857989076083,6.93721817551162,25.4280386506187,21.0955628999367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"テ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1606425702811,18.2832068744858,14.7362216327734,20.8681135225376,18.3318056828598,10.9577032653956,22.55299954894,65.1607298001738,16.1238310222509,55.8763270627677,85.383424942633,40.6173842404549,21.6192844016863,9.021199819576,15.5605695168443,17.0852554245686,11.9317503877819,25.5580166979042,6.78104021156845,50.6699695980182
"テ.1",0,21.3151444101034,0,20.9073803052478,21.2630236019562,32.5785958625183,17.9888469149128,0,65.4521653758045,62.0860927152318,0,11.9175306876415,25.4291163382072,15.8831003811944,0,0,54.7045951859956,0,0,0,19.9203187250996,36.6479354996335,0,24.7463499133878,79.6389700026546,22.9832222477591,0,0,38.2043935052531,0,27.6472214542438,192.413413963716,22.5733634311512,29.7044408139017,19.7794590317955,12.6167045167802,27.0709258256632,0,14.2643178090008,0,23.3317778814746,0,0,24.7985120892746,27.401013837512,13.7174211248285,0,28.1135788585887,5.30813737459525,0,27.7488727020465,16.9520257670792,7.0318542999789,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"テ.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.693631669535,0,0,125.208681135225,0,21.9154065307911,45.10599909788,304.083405734144,32.2476620445018,0,186.77624206201,20.3086921202275,70.2626743054805,0,7.78028475842216,51.2557662737058,0,4.25966944965071,54.2483216925476,84.4499493300304
"トウグウ",104.079933388843,0,0,0,0,0,71.955387659651,298.656047784968,65.4521653758045,144.867549668874,0,83.4227148134906,25.4291163382072,63.5324015247776,0,0,0,0,0,0,19.9203187250996,0,0,0,0,0,0,0,0,0,13.8236107271219,54.9752611324904,22.5733634311512,54.4581414921531,19.7794590317955,0,0,0,0,26.8817204301075,0,111.275964391691,278.108859753675,12.3992560446373,13.700506918756,0,0,0,10.6162747491905,0,0,8.47601288353958,0,0,45.8978772231784,73.1328274979431,0,41.7362270450751,219.981668194317,65.7462195923734,56.38249887235,21.7202432667246,241.857465333763,167.628981188303,80.0469608837185,60.9260763606824,48.6433899037942,117.275597654488,15.5605695168443,34.1705108491372,17.8976255816728,51.1160333958085,40.6862412694107,61.9299628420223
"トキ",166.527893422148,117.233294255569,0,62.7221409157433,31.8945354029343,114.025085518814,53.9665407447383,0,32.7260826879023,82.7814569536424,0,35.7525920629246,76.2873490146217,31.7662007623888,108.5776330076,0,27.3522975929978,74.4416873449131,99.618130499751,25.0438266967193,59.7609561752988,73.295870999267,0,0,53.0926466684364,45.9664444955183,0,28.4900284900285,19.1021967526266,0,82.9416643627315,27.4876305662452,67.7200902934537,59.4088816278034,34.6140533056421,37.8501135503407,0,0,64.1894301405035,53.7634408602151,93.3271115258983,0,119.189511323004,49.5970241785493,95.903548431292,13.7174211248285,22.9397258702759,0,21.232549498381,46.1573967228248,48.5605272285813,33.9040515341583,35.1592714998945,28.1214848143982,384.394721744119,118.840844684158,235.779546124374,271.285475792988,183.318056828598,65.7462195923734,56.38249887235,130.321459600348,153.176394711383,130.378096479791,266.823202945728,182.778229082047,140.525348610961,126.296797474064,108.92398661791,193.632894811777,173.010380622837,106.491736241268,108.496643385095,73.1899560860263
"トコロ.1",104.079933388843,181.178727485879,228.623685413809,188.16642274723,244.524771422496,114.025085518814,35.9776938298255,149.328023892484,119.995636522308,103.476821192053,276.243093922652,83.4227148134906,139.86013986014,142.94790343075,108.5776330076,0,82.0568927789934,272.952853598015,249.045326249377,75.1314800901578,149.402390438247,183.239677498168,148.754183711417,98.9853996535511,79.6389700026546,45.9664444955183,0,56.980056980057,76.4087870105062,71.5563506261181,124.412496544097,137.438152831226,203.160270880361,69.3103618991039,74.1729713692331,50.4668180671209,135.354629128316,0,99.8502246630055,80.6451612903226,0,37.0919881305638,119.189511323004,99.1940483570986,68.50253459378,109.739368998628,108.96369788381,28.1135788585887,111.4708848665,184.629586891299,117.932708983698,127.140193253094,217.987483299346,84.3644544431946,338.496844520941,155.407258433129,103.153551429413,208.681135225376,192.483959670028,164.365548980934,293.18899413622,217.202432667246,201.547887778136,74.5017694170237,122.738673355035,81.2347684809098,194.573559615177,261.614794767704,241.188827511087,187.937809670255,178.976255816728,166.127108536378,203.431206347054,129.489922306047
"トコロドコロ",20.8159866777685,0,0,0,21.2630236019562,16.2892979312592,35.9776938298255,0,76.3608596051053,41.3907284768212,0,119.175306876415,50.8582326764145,15.8831003811944,43.4310532030402,0,54.7045951859956,24.8138957816377,0,25.0438266967193,19.9203187250996,24.4319569997557,0,0,26.5463233342182,0,0,56.980056980057,0,0,0,82.4628916987356,0,9.90148027130056,4.94486475794887,12.6167045167802,0,0,7.13215890450039,53.7634408602151,23.3317778814746,37.0919881305638,0,49.5970241785493,0,13.7174211248285,17.2047944027069,28.1135788585887,15.9244121237858,30.7715978152166,41.6233090530697,8.47601288353958,0,0,17.2117039586919,18.2832068744858,29.4724432655467,41.7362270450751,18.3318056828598,10.9577032653956,67.65899864682,21.7202432667246,8.06191551112544,37.2508847085118,10.6729281178291,0,10.8096422008432,9.021199819576,31.1211390336886,34.1705108491372,47.7270015511276,42.5966944965071,47.4672814809792,16.8899898660061
"トシ",62.4479600333056,0,0,0,10.6315118009781,81.4464896562958,0,0,21.8173884586015,10.3476821192053,0,35.7525920629246,76.2873490146217,31.7662007623888,130.293159609121,0,54.7045951859956,49.6277915632754,83.0151087497925,25.0438266967193,59.7609561752988,134.375763498656,148.754183711417,74.2390497401633,26.5463233342182,0,0,56.980056980057,19.1021967526266,0,27.6472214542438,0,22.5733634311512,39.6059210852022,44.5037828215398,12.6167045167802,0,0,14.2643178090008,0,93.3271115258983,111.275964391691,0,12.3992560446373,0,82.3045267489712,34.4095888054138,56.2271577171774,42.465098996762,15.3857989076083,20.8116545265349,0,28.1274171999156,0,103.270223752151,18.2832068744858,73.6811081638668,146.076794657763,82.4931255728689,65.7462195923734,67.65899864682,65.1607298001738,64.4953240890035,74.5017694170237,48.0281765302311,40.6173842404549,21.6192844016863,27.063599458728,62.2422780673773,0,11.9317503877819,21.2983472482535,20.3431206347054,61.9299628420223
"トシ.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8978772231784,237.681689368315,58.9448865310934,41.7362270450751,9.16590284142988,21.9154065307911,11.27649977447,43.4404865334492,8.06191551112544,167.628981188303,5.33646405891456,304.630381803412,48.6433899037942,27.063599458728,23.3408542752665,11.3901702830457,11.9317503877819,12.7790083489521,27.1241608462738,61.9299628420223
"トシカゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.810671256454,0,0,0,0,0,0,86.8809730668983,0,0,10.6729281178291,20.3086921202275,10.8096422008432,9.021199819576,0,0,0,0,0,0
"トシゴロ",62.4479600333056,10.6575722050517,0,31.3610704578716,42.5260472039124,16.2892979312592,0,0,130.904330751609,41.3907284768212,0,23.835061375283,114.431023521933,190.597204574333,238.870792616721,214.132762312634,0,223.325062034739,66.412086999834,200.350613573754,49.800796812749,146.591741998534,74.3770918557084,49.4926998267755,106.185293336873,91.9328889910365,153.139356814701,28.4900284900285,38.2043935052531,143.112701252236,138.236107271219,0,90.293453724605,153.472944205159,49.4486475794887,63.0835225839011,0,36.3901018922853,85.5859068540047,188.172043010753,69.9953336444237,0,0,86.7947923124613,150.705576106316,109.739368998628,51.6143832081207,56.2271577171774,47.7732363713573,100.007692899454,34.6860908775581,50.8560773012375,35.1592714998945,28.1214848143982,80.3212851405623,27.4248103117287,103.153551429413,166.944908180301,73.3272227314391,21.9154065307911,22.55299954894,86.8809730668983,80.6191551112544,74.5017694170237,69.3740327658893,81.2347684809098,48.6433899037942,54.127198917456,108.92398661791,119.59678797198,184.942131010619,76.6740500937127,61.0293619041161,56.2999662200203
"トシツキ",41.631973355537,10.6575722050517,0,0,10.6315118009781,32.5785958625183,0,0,21.8173884586015,31.0430463576159,138.121546961326,71.5051841258491,76.2873490146217,15.8831003811944,86.8621064060803,107.066381156317,0,49.6277915632754,0,50.0876533934385,9.9601593625498,48.8639139995114,148.754183711417,0,26.5463233342182,22.9832222477591,0,0,57.3065902578797,0,13.8236107271219,0,45.1467268623025,34.655180949552,44.5037828215398,0,27.0709258256632,0,35.660794522502,26.8817204301075,0,37.0919881305638,79.4596742153357,37.197768133912,41.101520756268,27.4348422496571,0,0,10.6162747491905,0,13.8744363510232,0,28.1274171999156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"トノ",20.8159866777685,10.6575722050517,0,20.9073803052478,63.7890708058686,0,35.9776938298255,99.5520159283225,65.4521653758045,51.7384105960265,0,47.6701227505661,0,15.8831003811944,43.4310532030402,428.265524625268,54.7045951859956,49.6277915632754,16.6030217499585,0,209.163346613546,73.295870999267,37.1885459278542,74.2390497401633,132.731616671091,45.9664444955183,0,28.4900284900285,152.817574021012,107.334525939177,152.059717998341,27.4876305662452,0,0,14.8345942738466,25.2334090335604,54.1418516513265,0,49.9251123315027,26.8817204301075,0,37.0919881305638,39.7298371076679,123.992560446373,0,13.7174211248285,17.2047944027069,28.1135788585887,31.8488242475715,46.1573967228248,208.116545265349,67.8081030683167,7.0318542999789,84.3644544431946,97.5329890992542,228.540085931072,103.153551429413,62.6043405676127,164.986251145738,197.23865877712,22.55299954894,21.7202432667246,120.928732666882,93.1272117712796,53.3646405891456,162.46953696182,81.0723165063236,45.10599909788,93.3634171010659,108.206617688934,113.351628683928,25.5580166979042,264.46056825117,95.7099425740345
"トモ",20.8159866777685,10.6575722050517,0,31.3610704578716,53.1575590048905,16.2892979312592,17.9888469149128,0,10.9086942293008,20.6953642384106,0,83.4227148134906,12.7145581691036,0,0,107.066381156317,0,49.6277915632754,0,0,0,24.4319569997557,0,0,0,45.9664444955183,153.139356814701,28.4900284900285,57.3065902578797,35.778175313059,0,0,45.1467268623025,4.95074013565028,4.94486475794887,0,0,0,0,0,0,0,0,24.7985120892746,41.101520756268,54.8696844993141,34.4095888054138,28.1135788585887,15.9244121237858,23.0786983614124,69.3721817551162,25.4280386506187,28.1274171999156,56.2429696287964,57.372346528973,18.2832068744858,0,83.4724540901503,82.4931255728689,10.9577032653956,112.7649977447,43.4404865334492,16.1238310222509,55.8763270627677,32.0187843534874,20.3086921202275,32.4289266025295,27.063599458728,15.5605695168443,28.4754257076143,29.8293759694547,80.9337195433634,20.3431206347054,33.7799797320122
"ナ",20.8159866777685,53.2878610252584,0,31.3610704578716,10.6315118009781,48.8678937937775,71.955387659651,0,43.634776917203,20.6953642384106,0,47.6701227505661,25.4291163382072,47.6493011435832,0,0,109.409190371991,49.6277915632754,0,25.0438266967193,19.9203187250996,48.8639139995114,0,98.9853996535511,26.5463233342182,45.9664444955183,0,28.4900284900285,76.4087870105062,0,13.8236107271219,82.4628916987356,45.1467268623025,24.7537006782514,19.7794590317955,25.2334090335604,27.0709258256632,36.3901018922853,121.246701376507,26.8817204301075,69.9953336444237,37.0919881305638,79.4596742153357,37.197768133912,13.700506918756,41.1522633744856,5.73493146756896,0,5.30813737459525,7.69289945380414,34.6860908775581,25.4280386506187,7.0318542999789,28.1214848143982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ナイシノカミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.392817119377,20.3086921202275,10.8096422008432,9.021199819576,23.3408542752665,0,11.9317503877819,0,101.715603173527,258.979844612093
"ナカ",62.4479600333056,106.575722050517,0,73.1758310683671,74.4205826068467,48.8678937937775,161.899622234215,49.7760079641613,98.1782480637068,41.3907284768212,0,166.845429626981,38.1436745073109,63.5324015247776,86.8621064060803,107.066381156317,164.113785557987,24.8138957816377,99.618130499751,25.0438266967193,59.7609561752988,158.807720498412,37.1885459278542,173.224449393714,212.370586673746,206.849000229832,0,28.4900284900285,38.2043935052531,0,27.6472214542438,274.876305662452,45.1467268623025,108.916282984306,64.2832418533353,63.0835225839011,81.2127774769897,181.950509461426,71.3215890450039,53.7634408602151,69.9953336444237,74.1839762611276,0,123.992560446373,41.101520756268,13.7174211248285,51.6143832081207,28.1135788585887,69.0057858697383,84.6218939918455,41.6233090530697,33.9040515341583,70.318542999789,112.485939257593,80.3212851405623,109.699241246915,44.2086648983201,62.6043405676127,119.156736938588,131.492439184747,56.38249887235,130.321459600348,120.928732666882,260.756192959583,149.420993649608,60.9260763606824,102.69160090801,90.21199819576,31.1211390336886,45.5606811321829,47.7270015511276,42.5966944965071,108.496643385095,101.339939196036
